Name,Country,Role,Organization,Type,Category,Contribution,ImageUrl,WebsiteUrl,LinkedinUrl,KeyResourceUrl
David Benjamin,USA,"Senior Software Engineer; Standards Contributor",Google,Private,Standards,"Google software engineer and co-author of the IETF Merkle Tree Certificates Internet-Draft, developing post-quantum optimized certificate compression for TLS that dramatically reduces handshake sizes while enabling PQC algorithms; active contributor to TLS and BoringSSL.",https://ui-avatars.com/api/?name=David+Benjamin&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,draft-ietf-plants-merkle-tree-certs
Jake Massimo,USA,"Applied Scientist; Cryptography Researcher",Amazon Web Services,Private,Standards,"AWS cryptography researcher and co-author of RFC 9909 (Post-Quantum Traditional Hybrid Key Encapsulation Methods), defining standards for combining classical and PQC key exchange mechanisms in a secure hybrid construction adopted in TLS and IKEv2.",https://ui-avatars.com/api/?name=Jake+Massimo&background=0b0d17&color=60a5fa&size=128&bold=true,https://aws.amazon.com/,,RFC-9909
Jim Schaad,USA,Security Standards Contributor,August Cellars,Private,Standards,"Prolific IETF security standards author who edited COSE (RFC 9052), CBOR security formats, and S/MIME cryptographic message standards; his foundational work enables PQC algorithm integration in constrained IoT environments. Passed away August 2021.",https://ui-avatars.com/api/?name=Jim+Schaad&background=0b0d17&color=60a5fa&size=128&bold=true,,,RFC 9052
Karen Seo,USA,Network Security Engineer,BBN Technologies,Private,Standards,"Co-author of RFC 4301 (Security Architecture for IP / IPsec), the foundational standard for IPsec that forms the basis for quantum-safe VPN migration planning under CNSA 2.0 and NIST guidance across government and enterprise environments.",https://ui-avatars.com/api/?name=Karen+Seo&background=0b0d17&color=60a5fa&size=128&bold=true,,,RFC 4301
Stephen Kent,USA,"Chief Scientist, Information Security",BBN Technologies,Private,Standards,"Author of RFC 4303 (IP Encapsulating Security Payload) and RFC 4301 (IPsec Architecture), foundational VPN security standards that are primary migration targets in quantum-safe transition programs; former IETF Security Area Director.",https://ui-avatars.com/api/?name=Stephen+Kent&background=0b0d17&color=60a5fa&size=128&bold=true,,,"RFC 4303;RFC 4301"
Pieter Wuille,Belgium/USA,"Bitcoin Core Developer; Co-Founder","Bitcoin Core;Chaincode Labs",Private,Algorithm Inventor,"Author of BIP-32 (Hierarchical Deterministic Wallets) and BIP-141 (Segregated Witness), foundational Bitcoin cryptographic standards; co-author of BIP-340 Schnorr signatures; co-founder of Chaincode Labs; his protocol designs are primary targets for digital asset PQC migration.",https://ui-avatars.com/api/?name=Pieter+Wuille&background=0b0d17&color=f59e0b&size=128&bold=true,https://chaincode.com/,,"BIP-32;BIP-141"
Tim Ruffing,Germany,"Research Scientist; Cryptographer",Blockstream,Private,Algorithm Inventor,"Author of BIP-340 (Schnorr Signatures for Bitcoin), enabling efficient signature aggregation; researcher at Blockstream; co-author of MuSig2 threshold signatures; his signature schemes are central to digital asset cryptographic infrastructure requiring PQC migration.",https://ui-avatars.com/api/?name=Tim+Ruffing&background=0b0d17&color=f59e0b&size=128&bold=true,https://blockstream.com/,,BIP-340
Anthony Towns,Australia,"Bitcoin Core Developer; Researcher",Bitcoin Core,Private,Standards,"Author of BIP-341 (Taproot), upgrading Bitcoin smart contracts with Schnorr signatures and Merkle trees; independent Bitcoin Core developer whose protocol upgrades are relevant to PQC migration planning for digital asset ecosystems.",https://ui-avatars.com/api/?name=Anthony+Towns&background=0b0d17&color=60a5fa&size=128&bold=true,,,BIP-341
Gavin Wood,UK,"Co-Founder; CTO","Ethereum Foundation;Parity Technologies",Private,Industry Vendor,"Co-founder of Ethereum and author of the Ethereum Yellow Paper defining the EVM protocol; founder of Parity Technologies and Polkadot/Web3 Foundation; his foundational blockchain architecture designs are central to PQC migration strategies for decentralized infrastructure.",https://ui-avatars.com/api/?name=Gavin+Wood&background=0b0d17&color=a78bfa&size=128&bold=true,https://ethereum.org/,,Ethereum-Yellow-Paper
Brian Campbell,USA,"Senior Technical Architect; OAuth Expert",Ping Identity,Private,Standards,"Co-author of SD-JWT Verifiable Credentials (RFC-9901) and DPoP (RFC 9449); prolific IETF OAuth working group contributor; his digital identity and access token standards require PQC-safe signature migration across enterprise SSO and identity infrastructure.",https://ui-avatars.com/api/?name=Brian+Campbell&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.pingidentity.com/,,"RFC-9901-SD-JWT-VC;RFC 9449"
Daniel Fett,Germany,"Security Researcher; OAuth Expert",Authlete,Private,Standards,"Co-author of SD-JWT Verifiable Credentials (RFC-9901) and DPoP (RFC 9449); active IETF OAuth working group contributor; his digital identity standards form the basis for quantum-safe verifiable credential and access token systems in the EU and globally.",https://ui-avatars.com/api/?name=Daniel+Fett&background=0b0d17&color=60a5fa&size=128&bold=true,https://authlete.com/,,"RFC-9901-SD-JWT-VC;RFC 9449"
John Bradley,Canada,"Senior Technical Architect; Identity Standards Expert",Yubico,Private,Standards,"Co-author of DPoP (RFC 9449) and JSON Web Token (RFC 7519); active in OpenID Foundation and IETF OAuth working group; his identity token standards are critical quantum migration targets for enterprise single sign-on and API security.",https://ui-avatars.com/api/?name=John+Bradley&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.yubico.com/,,"RFC 9449;RFC 7519"
Kristina Yasuda,Japan/USA,Senior Identity Standards Engineer,Microsoft,Private,Standards,"Co-author of SD-JWT Verifiable Credentials (RFC-9901) and active contributor to W3C Verifiable Credentials Data Model; contributes to quantum-safe digital identity infrastructure at Microsoft and IETF decentralized identity standards.",https://ui-avatars.com/api/?name=Kristina+Yasuda&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.microsoft.com/,,RFC-9901-SD-JWT-VC
Mark D. Baushke,USA,Network Security Engineer,Juniper Networks,Private,Standards,"Author of RFC 8731 (Use of Curve25519 and Curve448 in SSH), establishing the baseline elliptic curve cryptography in SSH that is central to the PQC-SSH migration path; active in IETF CURDLE working group for cryptographic algorithm updates.",https://ui-avatars.com/api/?name=Mark+D+Baushke&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.juniper.net/,,IETF RFC 8731
Paul Bastian,Germany,"Security Engineer; Standards Contributor",Bundesdruckerei (BDR),Private,Standards,"Co-author of the IETF Token Status List draft, defining scalable mechanisms for verifiable credential revocation in digital identity systems; employee of Bundesdruckerei (German federal security printing), driving quantum-safe government digital identity infrastructure.",https://ui-avatars.com/api/?name=Paul+Bastian&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.bundesdruckerei.de/,,IETF-Token-Status-List
Tobias Looker,New Zealand,Principal Cryptography Engineer,MATTR,Private,Standards,"Co-author of the IETF Token Status List draft; principal cryptography engineer at MATTR; expert in W3C Verifiable Credentials, DIF decentralized identity, and OpenID Connect for Verifiable Presentations; driving quantum-safe digital credential infrastructure.",https://ui-avatars.com/api/?name=Tobias+Looker&background=0b0d17&color=60a5fa&size=128&bold=true,https://mattr.global/,,IETF-Token-Status-List
Emilia Kasper,Netherlands/USA,"Software Engineer; Security Researcher",Google,Private,Standards,"Co-author of RFC 6962 (Certificate Transparency), the foundational PKI audit log mechanism being extended for PQC certificate monitoring; OpenSSL contributor; worked on early PQC experiments in Chrome alongside the Cloudflare team.",https://ui-avatars.com/api/?name=Emilia+Kasper&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,RFC 6962
Chris M. Lonvick,USA,"Network Security Engineer; RFC Editor",Cisco Systems,Private,Standards,"Co-editor of SSH Architecture (RFC 4251) and SSH Transport Layer Protocol (RFC 4253), the foundational standards for SSH whose algorithms are primary targets in quantum-safe migration plans worldwide.",https://ui-avatars.com/api/?name=Chris+M+Lonvick&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cisco.com/,,"RFC 4251;IETF RFC 4253"
Tatu Ylonen,Finland,"Inventor of SSH; CEO",SSH Communications Security,Private,Algorithm Inventor,"Inventor of the Secure Shell (SSH) protocol (1995); co-editor of SSH RFC standards (RFC 4251–4253); founder of SSH Communications Security; his protocol is one of the primary migration targets in quantum-safe transition programs globally, protecting billions of server connections.",https://ui-avatars.com/api/?name=Tatu+Ylonen&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.ssh.com/,,"IETF RFC 4253;RFC 4251"
Ben Laurie,UK,Security Researcher,Google,Private,Standards,"Co-inventor of Certificate Transparency (CT2 RFC 9162) at Google; contributor to quantum-safe PKI monitoring infrastructure; original OpenSSL developer; his CT log auditing mechanisms are being extended to support PQC certificate ecosystems.",https://ui-avatars.com/api/?name=Ben+Laurie&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.google.com/,,RFC 6962
Hannes Tschofenig,Germany,"Professor; IETF Security Expert",Hochschule Bonn-Rhein-Sieg (H-BRS),Academic,Standards,"Professor at H-BRS and prolific IETF contributor; co-author of JOSE PQC KEM draft, DTLS 1.3 (RFC 9147), SUIT firmware update protocol (RFC 9019), and IoT device authentication standards; instrumental in bringing post-quantum cryptography to constrained IoT and embedded environments.",https://ui-avatars.com/api/?name=Hannes+Tschofenig&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.h-brs.de/,,"draft-ietf-jose-pqc-kem;RFC 9147;RFC 9019;RFC 7250"
Paul Hoffman,USA,"Distinguished Engineer; IETF Veteran",ICANN,Private,Standards,"Distinguished Engineer at ICANN and long-time IETF contributor; co-author of IKEv2 (RFC 7296) and numerous internet security RFCs; significant contributor to DNS security (DNSSEC) and quantum-safe protocol integration in core internet infrastructure.",https://ui-avatars.com/api/?name=Paul+Hoffman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.icann.org/,,IETF RFC 7296
Carsten Bormann,Germany,"Professor; IETF Expert",Universität Bremen TZI,Academic,Standards,"Professor at Universität Bremen and leading IETF contributor; co-author of CBOR (Concise Binary Object Representation), CoAP (Constrained Application Protocol), and RFC 7228 defining IoT constraints taxonomy; his compact encoding standards enable PQC in constrained devices.",https://ui-avatars.com/api/?name=Carsten+Bormann&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.uni-bremen.de/,,RFC 7228
Charlie Kaufman,USA,"Security Researcher; Standards Author",Microsoft,Private,Standards,"Primary author of IKEv2 (RFC 7296), the key negotiation protocol used in IPsec VPNs and a critical migration target for PQC-safe infrastructure; 30+ year contributor to internet security protocols and IETF security area working groups.",https://ui-avatars.com/api/?name=Charlie+Kaufman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.microsoft.com/,,IETF RFC 7296
Paul Wouters,Netherlands/USA,"Senior Software Engineer; IETF Expert",Red Hat,Private,Standards,"Senior Engineer at Red Hat and active IETF contributor; co-author of RFC 7250 (Using Raw Public Keys in TLS) and contributor to IKEv2/IPsec PQC integration; leads Fedora/RHEL cryptography policy enabling PQC algorithm support across Linux distributions.",https://ui-avatars.com/api/?name=Paul+Wouters&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.redhat.com/,,RFC 7250
Rob Stradling,UK,Senior Research Engineer,Sectigo,Private,Standards,"Senior Research Engineer at Sectigo and co-author of Certificate Transparency v2 (RFC 9162); contributor to crt.sh certificate transparency log search and the broader CT ecosystem that forms the verification backbone for PQC certificate deployment monitoring.",https://ui-avatars.com/api/?name=Rob+Stradling&background=0b0d17&color=60a5fa&size=128&bold=true,https://sectigo.com/,,RFC-9162
John Gilmore,USA,"Co-Founder; Cryptography Advocate",Electronic Frontier Foundation (EFF),Private,Standards,"Co-founder of the Electronic Frontier Foundation (EFF) and cypherpunk; co-author of RFC 7250 (Using Raw Public Keys in TLS); early advocate for strong cryptography and export freedom; his work on minimal-state TLS authentication is relevant to constrained-environment PQC deployments.",https://ui-avatars.com/api/?name=John+Gilmore&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.eff.org/,,RFC 7250
Katie Arrington,USA,Chief Information Officer (CIO),U.S. Department of Defense,Public,Government,"Chief Information Officer of the U.S. Department of Defense; issued the DoD PQC Migration Memo (2025) directing DoD components to begin preparing for migration to post-quantum cryptography; driving federal PQC adoption across the defense industrial base and supply chain.",https://ui-avatars.com/api/?name=Katie+Arrington&background=0b0d17&color=22d3ee&size=128&bold=true,https://dodcio.defense.gov/,,DoD-CIO-PQC-Memo-2025
Nat Sakimura,Japan,"Research Fellow; OpenID Foundation Chairman Emeritus",Nomura Research Institute (NRI),Private,Standards,"Co-author of JSON Web Signature (RFC 7515) and JSON Web Token (RFC 7519); lead designer of OpenID Connect; Chairman Emeritus of the OpenID Foundation; his identity token standards are fundamental migration targets for enterprise authentication requiring PQC-safe signatures.",https://ui-avatars.com/api/?name=Nat+Sakimura&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.nri.com/,,"RFC 7515;RFC 7519"
Brendan Moran,Ireland,"Principal Architect; SUIT WG Co-Chair",Arm,Private,Standards,"Principal Architect at Arm and IETF SUIT Working Group co-chair; co-author of RFC 9019 (A Firmware Update Architecture for Internet of Things), defining secure firmware update mechanisms for IoT devices requiring PQC-safe signing as legacy hash-based algorithms are retired.",https://ui-avatars.com/api/?name=Brendan+Moran&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.arm.com/,,RFC 9019
Stephen Davidson,Canada,"Standards Technology Strategist; S/MIME WG Chair",DigiCert,Private,Standards,"Chair of the CA/Browser Forum S/MIME Certificate Working Group; proposed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; DigiCert representative driving post-quantum migration standards for email security and publicly-trusted PKI.",https://ui-avatars.com/api/?name=Stephen+Davidson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.digicert.com/,,CA-B-Forum-Ballot-SMC013
Martijn Katerbarg,Netherlands,"Principal Technologist; CA/Browser Forum Contributor",Sectigo,Private,Standards,"Endorsed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; Sectigo representative to the CA/Browser Forum S/MIME Certificate Working Group; contributes to post-quantum certificate policy development for publicly-trusted certificate authorities.",https://ui-avatars.com/api/?name=Martijn+Katerbarg&background=0b0d17&color=60a5fa&size=128&bold=true,https://sectigo.com/,,CA-B-Forum-Ballot-SMC013
Clint Wilson,USA,"Security Engineer; CA/Browser Forum Contributor",Apple,Private,Standards,"Apple's representative to the CA/Browser Forum root program; endorsed Ballot SMC013/SMC014 enabling PQC algorithms in S/MIME certificates; shapes root store policy decisions governing post-quantum certificate trust and algorithm transitions for billions of Apple devices worldwide.",https://ui-avatars.com/api/?name=Clint+Wilson&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.apple.com/,,CA-B-Forum-Ballot-SMC013
Ashish Dhiman,India,"Principal Engineer; CA/Browser Forum Contributor",GlobalSign,Private,Standards,"Endorsed CA/Browser Forum Ballot SMC013/SMC014 enabling post-quantum algorithms in S/MIME certificates; GlobalSign representative to the CA/Browser Forum driving adoption of ML-DSA and ML-KEM in publicly-trusted certificate authorities for quantum-safe email and document signing.",https://ui-avatars.com/api/?name=Ashish+Dhiman&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.globalsign.com/,,CA-B-Forum-Ballot-SMC013
Andreas Henschel,Germany,"PKI Expert; CA/Browser Forum Contributor",D-Trust,Private,Standards,"Endorsed CA/Browser Forum Ballot SMC013 enabling ML-DSA and ML-KEM in S/MIME certificates; D-Trust (BSI subsidiary) representative to the CA/Browser Forum; drives post-quantum certificate standards for German and European digital identity infrastructure.",https://ui-avatars.com/api/?name=Andreas+Henschel&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.d-trust.net/,,CA-B-Forum-Ballot-SMC013
Tony Cox,Australia,"PKCS#11 Specification Editor; Security Standards Expert",Cryptsoft,Private,Standards,"Lead editor of PKCS#11 v3.0 and v3.2 Cryptographic Token Interface Standards at OASIS; founder of Cryptsoft; his specifications define the HSM programming interface used by all hardware security modules implementing post-quantum algorithms including ML-KEM, ML-DSA, and SLH-DSA.",https://ui-avatars.com/api/?name=Tony+Cox&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.cryptsoft.com/,,"PKCS11-V3-OASIS;PKCS11-V32-OASIS"
Robert Relyea,USA,"Senior Software Engineer; PKCS#11 TC Chair",Red Hat,Private,Standards,"OASIS PKCS#11 Technical Committee Chair for v3.1 and v3.2; Red Hat cryptography engineer and NSS (Network Security Services) developer; leads standardization of PKCS#11 post-quantum cryptography mechanisms enabling ML-KEM, ML-DSA, and SLH-DSA in open-source HSM implementations.",https://ui-avatars.com/api/?name=Robert+Relyea&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.redhat.com/,,"PKCS11-V32-OASIS;PKCS11-V31-OASIS"
Dieter Bong,Germany,"Engineering Lead; PKCS#11 Editor",Utimaco,Private,Standards,"Editor of PKCS#11 v3.2 at OASIS and contributor to v3.0; Utimaco HSM engineer responsible for defining C_EncapsulateKey and C_DecapsulateKey extensions and ML-KEM, ML-DSA, and SLH-DSA mechanism specifications enabling post-quantum operations in hardware security modules.",https://ui-avatars.com/api/?name=Dieter+Bong&background=0b0d17&color=60a5fa&size=128&bold=true,https://utimaco.com/,,"PKCS11-V32-OASIS;PKCS11-V31-OASIS"
Valerie Fenwick,USA,"Principal Engineer; PKCS#11 TC Chair",Oracle,Private,Standards,"OASIS PKCS#11 Technical Committee Chair for v3.2; Oracle cryptography engineer co-chairing standardization of post-quantum interfaces for hardware security modules; instrumental in incorporating ML-KEM, ML-DSA, and SLH-DSA mechanisms and new KEM function signatures into the PKCS#11 v3.2 standard.",https://ui-avatars.com/api/?name=Valerie+Fenwick&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.oracle.com/,,"PKCS11-V32-OASIS;PKCS11-V3-OASIS"
Luke Valenta,USA,"Research Engineer; Cryptography Researcher",Cloudflare,Private,Industry Adopter,"Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for post-quantum authentication; contributor to the annual State of the Post-Quantum Internet research; leads Cloudflare's work on reducing TLS handshake sizes while enabling PQC certificate deployment at scale.",https://ui-avatars.com/api/?name=Luke+Valenta&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,"Cloudflare-MTC-Blog;Cloudflare-PQ-Internet-2025"
Christopher Patton,USA,"Research Engineer; Cryptography Researcher",Cloudflare,Private,Industry Adopter,"Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for quantum-safe authentication; contributor to IETF PQUIP working group and IKEv2 post-quantum standardization; Cloudflare researcher advancing quantum-safe protocol deployment across the Internet.",https://ui-avatars.com/api/?name=Christopher+Patton&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,Cloudflare-MTC-Blog
Vânia Gonçalves,Portugal,"Research Engineer; Cryptography Researcher",Cloudflare,Private,Industry Adopter,"Co-author of Cloudflare's Merkle Tree Certificates proposal redesigning WebPKI for post-quantum cryptographic authentication; Cloudflare researcher contributing to the technical foundation for quantum-safe certificate deployment that dramatically reduces TLS handshake overhead from PQC signature sizes.",https://ui-avatars.com/api/?name=Vania+Goncalves&background=0b0d17&color=10b981&size=128&bold=true,https://research.cloudflare.com/,,Cloudflare-MTC-Blog
Craig Gidney,USA,"Senior Research Scientist; Quantum Software Engineer",Google Quantum AI,Private,Algorithm Inventor,"Google Quantum AI researcher whose work on quantum circuit optimization and Shor's algorithm resource estimation provides key benchmarks for the quantum computing power required to break RSA and elliptic curve cryptography; his published qubit count analyses directly inform PQC migration urgency timelines used by NIST, NSA, and global policymakers.",https://ui-avatars.com/api/?name=Craig+Gidney&background=0b0d17&color=f59e0b&size=128&bold=true,https://quantumai.google/,,Cloudflare-PQ-Internet-2025
Yilei Chen,China,"Professor; Cryptographer",Tsinghua University,Academic,Algorithm Inventor,"Researcher who published a 2024 paper proposing a quantum algorithm that appeared to threaten the security of lattice-based cryptographic schemes underlying ML-KEM and ML-DSA; the work (later found to have a flaw) prompted NIST to intensify security analysis of finalized PQC standards and underscored the importance of ongoing cryptographic research for quantum-safe migration.",https://ui-avatars.com/api/?name=Yilei+Chen&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.tsinghua.edu.cn/,,Cloudflare-PQ-Internet-2025
Samuel Jaques,Canada,"Research Fellow; Quantum Cryptanalyst",University of Waterloo,Academic,Algorithm Inventor,"University of Waterloo researcher specializing in quantum algorithm resource estimation for cryptanalysis; his work on precise qubit and gate count benchmarks for quantum attacks on classical cryptosystems informs security parameter selection for NIST PQC standard algorithms and global migration timeline planning.",https://ui-avatars.com/api/?name=Samuel+Jaques&background=0b0d17&color=f59e0b&size=128&bold=true,https://uwaterloo.ca/,,Cloudflare-PQ-Internet-2025
Valery Smyslov,Russia,"Network Security Expert; IKEv2 Author",ELVIS-PLUS,Private,Standards,"Author of RFC 9593 (Announcing Supported Authentication Methods in IKEv2) enabling PQC signature algorithm negotiation in IPsec VPNs; prolific IETF IPsecME working group contributor driving standardization of ML-KEM and ML-DSA integration in IKEv2 — the key protocol for enterprise VPN post-quantum migration.",https://ui-avatars.com/api/?name=Valery+Smyslov&background=0b0d17&color=60a5fa&size=128&bold=true,,,RFC 9593
Meltem Sönmez Turan,USA,"Research Scientist; Cryptographer",NIST,Public,Government,"NIST cryptographer and co-author of NIST SP 800-56C Revision 2 (Key-Derivation Methods in Key-Establishment Schemes) and NIST SP 800-108 Revision 1 (Key Derivation using PRFs); her work on key derivation standards underpins post-quantum key management implementations and hybrid classical/PQC key establishment in federal systems.",https://ui-avatars.com/api/?name=Meltem+Sonmez+Turan&background=0b0d17&color=22d3ee&size=128&bold=true,https://csrc.nist.gov/,,"NIST-SP-800-56C-R2;NIST-SP-800-108-R1"
John Kelsey,USA,"Research Scientist; Cryptographer",NIST,Public,Government,"NIST cryptographer and co-author of the NIST PQC Standardization status reports (NIST IR 8413, 8545) documenting the selection of ML-KEM, ML-DSA, SLH-DSA, and HQC; contributor to key derivation standards (NIST SP 800-56C R2); a foundational contributor to the decade-long NIST PQC standardization process.",https://ui-avatars.com/api/?name=John+Kelsey&background=0b0d17&color=22d3ee&size=128&bold=true,https://csrc.nist.gov/,,"NIST IR 8413;NIST-SP-800-56C-R2"
Quynh Dang,USA,"Research Scientist; Cryptographer",NIST,Public,Government,"NIST cryptographer and co-author of NIST IR 8413 (Third Round PQC Status Report) and NIST SP 800-56C Revision 2; contributes to NIST key management and post-quantum standardization research; her technical work on key derivation methods supports quantum-safe cryptographic implementations across federal infrastructure.",https://ui-avatars.com/api/?name=Quynh+Dang&background=0b0d17&color=22d3ee&size=128&bold=true,https://csrc.nist.gov/,,"NIST IR 8413;NIST-SP-800-56C-R2"
Romain Alléaume,France,"Professor; QKD Standards Expert",Télécom Paris (IMT),Academic,Standards,"Professor at Télécom Paris and contributor to ETSI GS QKD 012 (Device and Communication Channel Parameters); active in ETSI QKD Industry Specification Group driving interoperability standards for quantum key distribution networks; his research bridges theoretical QKD security proofs and practical network deployment.",https://ui-avatars.com/api/?name=Romain+Alleaume&background=0b0d17&color=60a5fa&size=128&bold=true,https://www.telecom-paris.fr/,,ETSI-GS-QKD-012
Marco Lucamarini,UK,"Principal Research Scientist; QKD Expert",Toshiba Research Europe,Private,Algorithm Inventor,"Toshiba Research Europe QKD researcher and contributor to ETSI GS QKD 012; co-inventor of Twin-Field QKD, a breakthrough protocol that dramatically extends the distance over which quantum key distribution can operate beyond the repeaterless bound, enabling practical long-distance quantum-safe key exchange.",https://ui-avatars.com/api/?name=Marco+Lucamarini&background=0b0d17&color=f59e0b&size=128&bold=true,https://www.toshiba.eu/pages/eu/Cambridge-Research-Laboratory/,,ETSI-GS-QKD-012
Bruno Huttner,Switzerland,Chief Quantum Officer,ID Quantique,Private,Industry Vendor,"Chief Quantum Officer at ID Quantique, the world's leading commercial QKD provider; contributor to ETSI GS QKD 014 REST-based Key Delivery API standard; drives commercial quantum key distribution deployment and integration of QKD with post-quantum cryptography in hybrid security architectures for financial, government, and critical infrastructure clients.",https://ui-avatars.com/api/?name=Bruno+Huttner&background=0b0d17&color=a78bfa&size=128&bold=true,https://www.idquantique.com/,,ETSI-GS-QKD-014
Peter Bordow,USA,"Distinguished Engineer; FS-ISAC PQC Workgroup Chair",Wells Fargo,Private,Industry Adopter,"Distinguished Engineer and Managing Director of Quantum Security at Wells Fargo; Chair of the FS-ISAC Post-Quantum Cryptography Workgroup leading the financial sector's collective response to quantum threats; drives PQC migration standards, best practices, and risk frameworks for the global financial services industry.",https://ui-avatars.com/api/?name=Peter+Bordow&background=0b0d17&color=10b981&size=128&bold=true,https://www.wellsfargo.com/,,Europol-FS-ISAC-PQC-Financial-2026
Steve Stevens,USA,Executive Director,Accredited Standards Committee X9,Private,Standards,"Executive Director of ASC X9, the ANSI-accredited standards body for the US financial services industry. Leads X9 initiatives on post-quantum cryptography including the X9 Financial PKI (launched June 2025 with DigiCert), the X9 PQC Financial Readiness Needs Assessment, and the quantum computing risk study program. Drives cross-sector adoption of PQC standards for payment systems, PKI, and financial cryptographic infrastructure.",https://ui-avatars.com/api/?name=Steve+Stevens&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,https://www.linkedin.com/in/steve-stevens-5b06892/,"ASC-X9-Financial-PKI;ASC-X9-PQC-Readiness-2025;ASC-X9-IR-F01-2022"
Roy C. DeCicco,USA,"Former Chair, ASC X9; Managing Director",JPMorgan Chase,Private,Standards,"Former Chair of ASC X9 (until 2021); led the committee during the development of foundational financial cryptography standards including the X9 TR 50-2019 on Quantum Techniques in CMS and the initial quantum computing risk assessment for the financial industry. Managing Director at JPMorgan Chase responsible for cryptographic standards and financial PKI governance.",https://ui-avatars.com/api/?name=Roy+C+DeCicco&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,,"ASC-X9-TR-50-2019;ASC-X9-IR-F01-2022"
Angela Hendershott,USA,Vice Chair,Accredited Standards Committee X9,Private,Standards,"Vice Chair of ASC X9; supports governance and standards development for the financial services industry including post-quantum cryptography transition initiatives. Contributes to X9 standards for financial PKI, cryptographic key management, and the quantum computing risk framework for financial institutions.",https://ui-avatars.com/api/?name=Angela+Hendershott&background=0b0d17&color=60a5fa&size=128&bold=true,https://x9.org/,,ASC-X9-TR-50-2019
Shuichi Katsumata,UK,Lead Cryptography Researcher,PQShield,Private,Algorithm Inventor,"Lead cryptography researcher at PQShield advancing lattice-based cryptography theory; contributor to ML-KEM security analysis and hybrid key exchange IETF standardization; his theoretical work on tightly-secure lattice signatures and modular lattice schemes strengthens the cryptographic foundations of NIST PQC standards.",https://ui-avatars.com/api/?name=Shuichi+Katsumata&background=0b0d17&color=f59e0b&size=128&bold=true,https://pqshield.com/,,FIPS 203
