software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
Snort IDS/IPS,CSC-018,Cryptographic Protocol Analyzers,"Security Stack, Network",No,"Snort is the original open-source intrusion detection system, now maintained by Cisco. Snort 3.x includes TLS inspector capabilities. PQC-relevant detection rules for hybrid ML-KEM cipher suites are discussed for Snort 3.2+ community ruleset but no evidence of shipped PQC-specific rules was found. Used in academic and enterprise networks for network-level cryptographic monitoring.",Open Source,NOASSERTION,3.0.0 (Build 250),2024-10,No,Medium,Cross platform support mentioned; Windows support is on the roadmap.,Government Defense Education Enterprise,https://github.com/snort3/snort3,https://github.com/snort3/snort3,Next generation Snort IPS (Intrusion Prevention System) with pluggable components and multi-threaded packet processing.,Open Source Community,Needs Verification,2026-03-30,assess,aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-008,microsoft,pqc-detection-rules-unverified
Cisco ASA (Adaptive Security Appliance),CSC-033,Network Security Software,"Network, Hardware",No,"Cisco ASA 9.22 is a Quantum MidPoint Delivery milestone that supports RFC 8784_SKIP in ASDM, CLI, FDM, and FMC for IKEv2. ASA 9.24 targets Quantum Safe Delivery with RFC 9370 and ML-KEM 1024 for SSH. Current ASA 9.22 supports PQC pre-shared keys for IKEv2.",Commercial,"Proprietary (Implied by ""Commercial"" status and Cisco ownership; specific license text not stated)","9.24(x) (Cisco Secure Firewall ASA), 7.24(x) (ASDM)",2026-03-04,Yes (FIPS 140-2),Critical,"Cisco Secure Firewall ASA Series, Cisco ASA Device Package Software for ACI","Enterprise (Inferred from ""Cisco"" and general firewall context; specific industries not explicitly listed)",https://www.cisco.com/c/en/us/products/security/adaptive-security-appliance-asa-software/index.html,,Most deployed enterprise firewall. Cisco quantum-safe roadmap targets ML-KEM hybrid IKEv2 VPN for 2027 (CNSA 2.0). Critical migration dependency for enterprise perimeter security.,Trusted Vendor,Verified,2026-03-30,"assess,plan",aerospace-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Cisco Meraki MX (Cloud-Managed Firewall),CSC-033,Network Security Software,"Network, Hardware, Cloud",No,Cisco Meraki MX is a cloud-managed next-generation firewall/SD-WAN platform used heavily in branch offices and SMB/enterprise deployments. AutoVPN uses IKEv2/IPsec with classical algorithms. Meraki cloud dashboard communications use TLS 1.3 (classical). New C8455-G2-MX hardware announced as AI/ML and PQC-ready. PQC follows Cisco's quantum-safe roadmap — no specific Meraki firmware PQC timeline published.,Commercial,"Proprietary (implied by ""Cisco Meraki"" and commercial trial/subscription model mentioned).",MX 18.x,2023-09-20 (Date of the Miercom evaluation report; product release date not stated).,No,High,"AWS, Azure, Alibaba Cloud, GCP, Cisco NFVIS (for vMX); On-premises hardware appliances.","Enterprise (Small branch to Data Center), SaaS application users.",https://meraki.cisco.com,,Enterprise security & SD-WAN appliance designed for distributed deployments requiring remote administration.,Trusted Vendor,Verified,2026-03-30,assess,ai-security-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Fortinet FortiGate (FortiOS),CSC-033,Network Security Software,"Network, Security Stack, Hardware, Cloud",Yes (ML-KEM BIKE HQC Frodo IPsec PQC per FortiOS 7.6.x),Supports Quantum key distribution (QKD) requiring FortiOS 7.4.2 and Post Quantum Cryptography (PQC) for IPsec VPNs requiring FortiOS 7.6.1. Includes NIST-approved algorithms and algorithm stacking to protect against quantum computing threats.,Commercial,Proprietary,FortiOS 7.6.1,2025-01,Yes (FIPS 140-2),High,"Physical appliances (FortiGate 3800G Series), Virtualized environments, Cloud environments, Data Centers, Campus, Branch.","Enterprise, IT/OT, Manufacturing, Oil & Gas, Power Utilities, Health and Medical, Education, Financial Services, Retail, Hospitality, Service Providers.",https://www.fortinet.com/content/dam/fortinet/assets/solution-brief/sb-fortios-quantum-safe.pdf,,"Next-Generation Firewall protecting data, assets, and users across hybrid environments with AI-powered security.",Trusted Vendor,Verified,2026-03-30,"assess,plan",5g-security;healthcare-pqc;migration-program;network-security-pqc;vpn-ssh-pqc,VND-016,fortinet,
Arista EOS (Extensible Operating System),CSC-032,Network Operating Systems,Network,Planned,"Arista EOS powers Arista data center and campus switches/routers. EOS uses TLS 1.3 for management (eAPI, gNMI, gRPC) and BGP/OSPF routing protocols. PQC migration targets management plane TLS (ML-KEM) and BGPsec signing (ML-DSA). Arista has engaged in IETF PQC for BGP security working groups. No GA PQC release as of Q1 2026.",Commercial,Commercial (Arista Networks),4.33.0F,2025-01,No,High,Arista Hardware,Cloud Finance Telecom Enterprise,https://www.arista.com/en/products/eos,,Data center network OS. PQC targets management TLS (ML-KEM) and BGPsec signing (ML-DSA). Arista active in IETF PQC-BGP working groups.,Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security;network-security-pqc,VND-003,cmvp,
MikroTik RouterOS,CSC-032,Network Operating Systems,"Network, Hardware, Cloud",No,"MikroTik RouterOS supports RFC 8784 PPK (Post-Quantum Preshared Keys) for IKEv2 including static and QKD-distributed pre-shared keys. Widely deployed network operating system for routers and switches, popular in ISPs and SMBs globally. ML-KEM native key exchange not yet available.",Commercial,Proprietary (requires license key from MikroTik Account server; free 24-hour trial available).,7.17,2025-01,No,Medium,"MikroTik hardware devices, PC (x86), Virtual Machines (Cloud Hosted Router/CHR), Amazon AWS marketplace.",ISP SMB Enterprise,https://mikrotik.com/software,,"Stand-alone operating system based on Linux kernel powering MikroTik hardware devices with routing, firewall, and VPN features.",Trusted Vendor,Verified,2026-03-30,assess,migration-program;network-security-pqc,VND-193,nist-csrc,
OpenWrt,CSC-031,Operating Systems,"Network, Hardware",No,"OpenWrt is an open-source Linux-based firmware for routers and embedded network devices. OpenWrt 23.05+ ships OpenSSL 3.x enabling PQC via liboqs-provider package. The WireGuard package (included by default) does not yet support PQC KEX. strongSwan package in OpenWrt provides experimental ML-KEM IPsec. Used in home, SMB, and research networks.",Open Source,GPL-2.0,24.10,2026-03-06,No,Medium,Embedded devices (Linux-based),SMB Research IoT,https://github.com/openwrt/openwrt,https://github.com/openwrt/openwrt,Open-source Linux router firmware. OpenSSL 3.x + liboqs-provider available. strongSwan provides experimental ML-KEM IPsec. Widely used in research and SMB networks.,Open Source Community,Verified,2026-03-30,"assess,test",crypto-dev-apis;network-security-pqc;os-pqc;secure-boot-pqc;tls-basics;vpn-ssh-pqc,VND-200,microsoft,
pfSense Community Edition,CSC-033,Network Security Software,"Network, Hardware",No,pfSense CE is an open-source firewall/router based on FreeBSD. IPsec VPN uses strongSwan with classical algorithms. PQC support would require FreeBSD strongSwan with ML-KEM enabled — currently not in pfSense base packages. Netgate (commercial maintainer) has not published a PQC roadmap for pfSense CE.,Open Source/Commercial,Apache-2.0,2.8.0,2026-03-06,No,Medium,FreeBSD operating system,SMB Education Government Research,https://pfsense.org/,https://github.com/pfsense/pfsense,Open-source FreeBSD firewall. No PQC support. Widely deployed in SMB and education. PQC requires FreeBSD strongSwan upgrade not yet in pfSense packages.,Open Source Community,Partially Verified,2026-03-25,assess,network-security-pqc,VND-195,microsoft,
OPNsense,CSC-033,Network Security Software,"Network, Security Stack",No,"OPNsense is an open-source FreeBSD-based firewall forked from pfSense. OPNsense 24.7.7+ added post-quantum SSH key exchange (mlkem768x25519-sha256 via OpenSSH 9.9). strongSwan IPsec ML-KEM support is still experimental in upstream strongSwan. Note: the implemented PQC is SSH key exchange, not IPsec.",Open Source,BSD-2-Clause,24.7,2026-03-06,No,Medium,"FreeBSD (implied by ""bsd"" topic and ""FreeBSD compatible package/ports origin"")",SMB Education Government Research,https://github.com/opnsense/core,https://github.com/opnsense/core,"Open source firewall project providing GUI, API, and systems backend for network security.",Open Source Community,Verified,2026-03-30,test,network-security-pqc;vpn-ssh-pqc,VND-194,microsoft,
NGINX Plus,CSC-038,Application Servers,"Application, Network, Cloud",Planned (with timeline),"NGINX Plus is the commercial version of the NGINX web server and load balancer, widely used for TLS termination. NGINX Plus R32+ (2024) supports OpenSSL 3.x which enables ML-KEM hybrid TLS when built with liboqs-provider. F5 (NGINX owner) has published PQC TLS guidance using NGINX Plus. Critical for TLS termination in enterprise application delivery.",Commercial,"Proprietary (Perpetual licensing (GBB), Subscriptions)",R33,2025-01,Yes (FIPS 140-3 via OpenSSL FIPS module),Critical,"Azure, Google Cloud Platform, Amazon Web Services, Kubernetes, Hardware, Software, SaaS","Banking and financial services, E-commerce, Healthcare, Public sector, Service provider",https://www.nginx.com/products/nginx/,,Commercial NGINX load balancer/TLS terminator. ML-KEM hybrid TLS via OpenSSL 3.x + liboqs-provider in R32+. Critical PQC migration point for enterprise TLS termination.,Trusted Vendor,Partially Verified,2026-03-04,"test,migrate",crypto-dev-apis;hybrid-crypto;migration-program;tls-basics;web-gateway-pqc,VND-014,fido-alliance,
Traefik,CSC-038,Application Servers,"Network, Application",No,Traefik 3.5.0 ships with native X25519MLKEM768 post-quantum hybrid TLS 1.3 key exchange support via Go 1.24+ stdlib. Cloud-native Kubernetes ingress and reverse proxy. Note: known issues with HostSNI routing and large PQC ClientHello packets.,Open Source,MIT,v3 (mentioned in documentation link and migration guide context),2026-03-06 (Last Updated date from repository metadata),No,High,"Docker, Kubernetes, Amazon ECS, Consul, Etcd, Rancher v2, Mesos, Marathon",Technology Cloud Finance,https://github.com/traefik/traefik,https://github.com/traefik/traefik,Cloud-native Kubernetes ingress and reverse proxy. PQC via Go stdlib ML-KEM when enabled by default (~Go 1.25). Standard ingress controller for containerized deployments.,Open Source/Commercial,Verified,2026-03-30,"assess,plan",tls-basics;web-gateway-pqc,VND-186,microsoft,
Kubernetes,CSC-055,Container Orchestration & Service Mesh,"Cloud, Application",No,"Kubernetes 1.33+ (built with Go 1.24+) inherits X25519MLKEM768 post-quantum hybrid key exchange by default for TLS connections to the API server. Full PQC requires: API server TLS, etcd TLS, and service mesh mTLS all upgraded.",Open Source,Apache-2.0,1.33,2026-03-06,No,Critical,"Go environment, Docker environment",Technology Finance Cloud Healthcare Government,https://github.com/kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,"Standard container orchestration platform. No PQC yet — API server TLS, etcd TLS, and service mesh mTLS all require upgrade. Full PQC migration is a multi-layer dependency chain.",Open Source Foundation,Verified,2026-03-30,"assess,plan",crypto-dev-apis;healthcare-pqc;hybrid-crypto;migration-program;platform-eng-pqc;tls-basics,VND-072,pqca,
Istio Service Mesh,CSC-055,Container Orchestration & Service Mesh,"Network, Cloud (Kubernetes, Nomad), Application (Microservices)",Partial (X25519MLKEM768 via Istio 1.28 / OpenShift Service Mesh 3.3),OpenShift Service Mesh 3.3 (based on Istio 1.28) ships with X25519MLKEM768 support for both gateways and in-mesh traffic. Istio control plane (istiod) certificate issuance requires ML-DSA migration. PQC mTLS support shipping via Envoy data plane.,Open Source,Apache-2.0,1.24,2026-03-06 (Last Updated timestamp in repository metadata),No,Critical,"Kubernetes, Nomad",Technology Finance Cloud,https://github.com/istio/istio,https://github.com/istio/istio,"An open source service mesh that layers transparently onto existing distributed applications to secure, connect, and monitor services.",Open Source Foundation,Verified,2026-03-30,"assess,plan",hybrid-crypto;migration-program;platform-eng-pqc;tls-basics,VND-072,google,
Linkerd,CSC-055,Container Orchestration & Service Mesh,"Network, Cloud",No,Linkerd 2.19 (October 2025) ships with ML-KEM-768 post-quantum key exchange enabled by default for all meshed pod communication. Built in Rust using rustls with ML-KEM support. Simpler PQC migration path than Istio due to Rust cryptography stack.,Open Source,Apache-2.0,2.x,2026-03-06,No,High,Kubernetes,Technology Finance Cloud,https://github.com/linkerd/linkerd2,https://github.com/linkerd/linkerd2,Lightweight CNCF service mesh in Rust. PQC via rustls ML-KEM inheritance. Simpler migration path than Istio/Envoy — Rust stack tracks PQC faster than C++ BoringSSL.,Open Source Foundation,Verified,2026-03-30,"assess,plan",migration-program;platform-eng-pqc;tls-basics,VND-072,microsoft,
HashiCorp Consul Connect (Service Mesh),CSC-055,Container Orchestration & Service Mesh,"Network, Security Stack, Cloud",No,HashiCorp Consul Connect provides service mesh capabilities with automatic mTLS using Envoy as the data plane proxy. PQC migration path mirrors Envoy's ML-KEM adoption. Consul certificate authority (built-in or Vault-backed) will require ML-DSA migration. Part of HashiCorp's broader quantum-safe portfolio roadmap.,Open Source/Commercial,BSL 1.1 / Commercial,"v1.22.x (Connect service mesh), v1.21.x (Consul)",2025-01,No,High,"Virtual machine (VM), Kubernetes, Docker, AWS ECS, AWS Lambda, Nomad, RedHat OpenShift",Enterprise,https://www.consul.io/docs/connect,https://github.com/hashicorp/consul,"A service networking solution enabling secure network connectivity, service discovery, and identity-based authorization across environments.",Open Source/Commercial,Partially Verified,2026-03-25,"assess,plan",migration-program;platform-eng-pqc;tls-basics,VND-058,microsoft,
OpenVPN,CSC-010,VPN and IPsec Software,Network,No,OpenVPN 2.7.0 (February 2026) includes ML-KEM hybrid key exchange (X25519MLKEM768) via OpenSSL 3.x provider integration. The most widely deployed open-source VPN solution. OpenVPN Cloud (commercial) targets PQC in 2026. Critical migration dependency for millions of enterprise and consumer VPN deployments.,Open Source,GNU General Public License version 2,2.7.0,2026-02-11,No,Critical,"Windows (MinGW, MSVC), Linux/Unix (implied by configure/make), Debian packages mentioned",Enterprise SMB Government Consumer,https://github.com/OpenVPN/openvpn,https://github.com/OpenVPN/openvpn,Most widely deployed open-source VPN. Experimental ML-KEM hybrid in 2.7+ development. OpenVPN Cloud targets PQC in 2026. Critical for enterprise and consumer VPN migration.,Open Source/Commercial,Verified,2026-03-30,"assess,plan,test",migration-program;network-security-pqc;vpn-ssh-pqc,VND-067,ietf,
WireGuard,CSC-010,VPN and IPsec Software,Network,No,"Modern VPN protocol using Noise protocol framework with X25519 for key exchange. The Post-Quantum WireGuard (PQWireGuard) extension adds ML-KEM-768 to the handshake. Mullvad VPN ships PQ WireGuard. Note: PQ WireGuard extensions are third-party/research implementations (Kudelski, Rosenpass), NOT upstream WireGuard protocol. WireGuard kernel module does not natively support PQC. IETF draft for PQ WireGuard standardization is in progress.",Open Source,GPL-2.0,1.0.20260223,2025-11-18,No,High,"Linux kernel (specifically mentioned: x86, loongarch, OpenRISC)",Enterprise SMB Consumer,https://git.zx2c4.com/wireguard-linux,https://git.zx2c4.com/wireguard-linux,Modern VPN protocol. PQ WireGuard extension adds ML-KEM-768 hybrid handshake. Kernel module is classical-only — PQC requires userspace PQ extension.,Open Source Community,Verified,2026-03-30,"assess,plan",aerospace-pqc;network-security-pqc;vpn-ssh-pqc,VND-066,ietf,pq-extension-is-third-party; not-upstream
Cisco Secure Client (AnyConnect),CSC-010,VPN and IPsec Software,"Network, Security Stack",No,Cisco Secure Client (formerly AnyConnect) is the most widely deployed enterprise VPN client. Uses SSL/TLS and IKEv2/IPsec for VPN tunnels. Cisco's quantum-safe roadmap includes ML-KEM hybrid IKEv2 for Secure Client targeting 2027 as part of CNSA 2.0 compliance. Deployed in 100M+ enterprise endpoints. Migration requires both client and headend (ASA/FTD) upgrade simultaneously.,Commercial,Proprietary,5.1.x,2024-06,Yes (FIPS 140-2),Critical,"Endpoint (implied by ""endpoint security agents""), Cloud (management console)",Enterprise,"https://www.cisco.com (inferred from ""Cisco.com"" in text, specific product URL not explicitly listed as a standalone link)",,Most deployed enterprise VPN client (100M+ endpoints). ML-KEM hybrid IKEv2 planned for 2027 (CNSA 2.0). Requires simultaneous client + ASA/FTD headend upgrade.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",aerospace-pqc;network-security-pqc;vpn-ssh-pqc,VND-008,cisco-systems,
Palo Alto GlobalProtect,CSC-010,VPN and IPsec Software,"Network, Security Stack",Yes (via PAN-OS 12.1 Orion),"Palo Alto GlobalProtect enterprise VPN client benefits from PAN-OS 12.1 Orion (GA January 30, 2026) which includes PQC detection and control in TLS 1.3, cipher translation proxy, post-quantum hybrid IKEv2 VPN (RFC 9370, RFC 9242), and new PA-5500/PA-455R-5G quantum-optimized NGFWs. GlobalProtect ML-KEM hybrid IKEv2 VPN tunnels available via PAN-OS firewall infrastructure.",Proprietary,Commercial (Palo Alto Networks),6.3,2024-12-10 (Datasheet date),Yes (FIPS 140-2),Critical,"Endpoints (mobile users), hybrid workforce environments; integrates with Prisma Access.","Enterprise, Hybrid Workforce",https://www.paloaltonetworks.com/sase/globalprotect,,Palo Alto enterprise VPN client. ML-KEM hybrid IKEv2 planned in future PAN-OS (separate from existing cipher proxy support). Requires PAN-OS + client simultaneous upgrade.,Trusted Vendor,Verified,2026-03-30,"assess,plan",aerospace-pqc;network-security-pqc;vpn-ssh-pqc;web-gateway-pqc,VND-031,palo-alto,
Samsung Networks 5G Core,CSC-050,5G & Telecom Security,"Network, Cloud",No,"Samsung Networks provides 5G RAN and core network equipment competing with Ericsson and Nokia. Samsung has announced PQC integration aligned with 3GPP Release 20/21 specifications for SA2/SA3 security. Deployed in US (Verizon, T-Mobile), Japan, and South Korea networks. No GA PQC release as of Q1 2026.",Proprietary,Commercial (Samsung),Vol.1,2019-04 (Context: Commercialization of service mentioned as April 2019; document date not explicitly stated as a release date),No,Critical,"Cloud-native environment, micro-services, containers","Telecommunications, Mobile Operators",https://networks.samsungsemiconductor.com/5g,,"Cloud-native, 3GPP-compliant 5G core network platform supporting NSA/SA, network slicing, and MEC.",Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security;aerospace-pqc;migration-program,VND-035,cmvp,
Mavenir Cloud RAN,CSC-050,5G & Telecom Security,Network,Partial (with scope) - Evaluated in simulation environment for 5G Core; hybrid schemes used.,"The document describes a simulation study replacing conventional algorithms with PQC alternatives in the 5G Core. Algorithms evaluated include BIKE and FrodoKEM (KEMs), ML-DSA (Dilithium), SLH-DSA (SPHINCS+), and Falcon (FN). Hybridized versions combining conventional and PQC algorithms were used. Results show measurable but small performance impact on bandwidth and latency, confirming technical feasibility without inherent issues.",Commercial,Commercial (Mavenir),,2025-12-23 (Document date),No,"High - Document highlights ""harvest now, decrypt later"" risks and the critical need to preemptively integrate PQC into 5G Core due to reliance on PKI vulnerable to Shor's algorithm.","5G Core (5GC), Virtualized Network Functions (VNFs), Service-Based Architecture (SBA).","5G & Telecom Security, Mobile Network Operators.",https://mavenir.com/portfolio/5g/,,Cloud-native Open RAN platform. PQC via Kubernetes/service mesh inheritance + 3GPP Rel-20/21 roadmap. Deployed in US DoD and emerging market carriers.,Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security;aerospace-pqc;migration-program,VND-133,ietf,
NEC 5G Core,CSC-050,5G & Telecom Security,Network,Partial (with scope),"The document describes a research simulation evaluating the replacement of conventional algorithms with PQC alternatives (BIKE, FrodoKEM, ML-DSA/Dilithium, SLH-DSA/SPHINCS+, Falcon/FN-DSA) in a 5G Core environment. It concludes the 5G Core is technically able to support PQC without substantial impact on usability, but does not state that the commercial product currently ships with these features enabled.",Proprietary,Commercial (NEC),,,No,High,"Cloud-native environment, virtualized network functions (VNFs)","Telecommunications, 5G & Telecom Security",https://www.nec.com/en/global/solutions/5g/,,Fully cloud-native architecture for flexible scaling and auto-healing in 4G/5G converged core networks.,Trusted Vendor,Needs Verification,2026-03-04,assess,5g-security,VND-177,ietf,
Rakuten Symphony (Symworld),CSC-050,5G & Telecom Security,"Network, Cloud",Planned,Rakuten Symphony provides cloud-native Open RAN and 5G core solutions based on Rakuten's own network deployment. The Symworld platform runs on Kubernetes and uses standard cloud-native security. PQC migration inherits from Kubernetes/Istio mTLS upgrades plus 3GPP SA3 specifications. Rakuten is a founding member of O-RAN Alliance.,"Proprietary (inferred from ""End User License Agreement"" and commercial context)",Commercial (Rakuten),,,No,High,"Cloud-native, Kubernetes","Telecom, Enterprise",https://symphony.rakuten.com,,"Cloud-native telecom solutions including Open RAN, OSS, and enterprise internet services.",Trusted Vendor,Verified,2026-03-04,assess,5g-security,VND-134,ietf,
Apache Traffic Server,CSC-038,Application Servers,"Network, Application",No,"Apache Traffic Server (ATS) is a high-performance HTTP caching proxy and load balancer used by major CDNs (Comcast, LinkedIn, Yahoo). ATS 10.x uses OpenSSL 3.x enabling ML-KEM hybrid TLS 1.3 via liboqs-provider. The ATS community has published PQC TLS integration guides. Critical for CDN operators managing TLS termination at scale.",Open Source,Apache-2.0,9.1.3 (mentioned in build example); Version 10 mentioned regarding cmake transition; Version 9.0.0 mentioned regarding gcc requirements.,2024-06,No,High,"CentOS 7, Debian 11/12, Fedora 39/40, FreeBSD, macOS (including arm64), Rocky Linux 8/9, Ubuntu 22.04, Alpine Linux, EC2.",Technology Telecom Media,https://github.com/apache/trafficserver,https://github.com/apache/trafficserver,"High-performance CDN proxy/load balancer. ML-KEM hybrid TLS via OpenSSL 3.x + liboqs-provider in ATS 10.x. Used by Comcast, LinkedIn for TLS at CDN scale.",Open Source Foundation,Partially Verified,2026-03-25,"test,migrate",5g-security;crypto-dev-apis;tls-basics;web-gateway-pqc,VND-046,microsoft,
PyCryptodome,CSC-001,Cryptographic Libraries,Application,No,"The document lists support for classical algorithms including ECDSA, EdDSA, RSA, and various hash functions (SHA-3, BLAKE2). It explicitly mentions Hybrid Public Key Encryption (HPKE) but does not state that HPKE is implemented with Post-Quantum Cryptography (PQC) algorithms. No PQC-specific algorithms (e.g., CRYSTALS-Kyber, Dilithium) are mentioned.",Open Source,NOASSERTION,3.23.0,2026-03-05,No (References FIPS standards for algorithm definitions but does not claim validation status).,High,"Python 2.7, Python 3.7 and newer, PyPy; Windows, Unix (with GMP support).",Technology Finance Healthcare,https://github.com/Legrandin/pycryptodome,https://github.com/Legrandin/pycryptodome,Primary Python standalone crypto library. No PQC. Python apps should migrate to pqcrypto package or PyOpenSSL + OpenSSL 3.x for PQC operations.,Open Source Community,Verified,2026-03-30,assess,crypto-agility;crypto-dev-apis;dev-quantum-impact;healthcare-pqc,VND-070,microsoft,
Crypto++ (cryptopp),CSC-001,Cryptographic Libraries,Application,No,"Crypto++ is a comprehensive C++ cryptographic library used in academic and industrial applications. Crypto++ 8.9 includes ECDSA, RSA, AES, SHA-3 families but no NIST PQC algorithms (ML-KEM/ML-DSA). The maintainer has stated PQC support is planned but no timeline published. C++ applications using Crypto++ for key exchange or signatures require migration to a PQC-capable library.",Open Source,"NOASSERTION (Note: Text states ""free C++ class library"" and refers to ""License.txt for the fine print"", but explicitly lists ""NOASSERTION"" in metadata).",8.9,2023-10-01,"No (Text states: ""The library and the DLL are no longer considered validated. You should no longer use the DLL."" and references the CMVP Historical Validation List).",High,"Windows, Unix, Mac OS; Compilers: Visual Studio 2003-2022, GCC 3.3-13.1, Apple Clang 4.3-12.0, LLVM Clang 2.9-14.0, C++ Builder 2015, Intel C++ Compiler 9-16.0, Sun Studio 12u1-12.7, IBM XL C/C++ 10.0-14.0; Architectures: x86, x64, x32, ARM-32, Aarch32, Aarch64, Power8.",Finance Technology Defense Research,https://github.com/weidai11/cryptopp,https://github.com/weidai11/cryptopp,Comprehensive C++ crypto library. No PQC support. C++ applications using Crypto++ for KEX/signatures need migration to OpenSSL 3.x + liboqs-provider.,Open Source Community,Partially Verified,2026-03-25,assess,aerospace-pqc;crypto-agility;crypto-dev-apis;dev-quantum-impact;migration-program,VND-050,microsoft,
libssh,CSC-014,SSH Implementation Software,Application,No,"The provided text contains no mention of Post-Quantum Cryptography (PQC) algorithms, hybrid modes, or migration plans. It only identifies the product as an SSH library.",Open Source,"BSD 2-Clause ""Simplified"" License",0.12.0,2026-02-10,No,Medium,Linux Windows macOS,Technology Enterprise,https://www.libssh.org/,https://gitlab.com/libssh/libssh-mirror,"C SSH library used by KDE, QEMU, Cyberduck. Experimental PQC KEX in 0.11+. Migration path for tools using libssh for SSH session management.",Open Source Community,Verified,2026-03-30,assess,crypto-dev-apis;migration-program;os-pqc;vpn-ssh-pqc,VND-071,ietf,
Apache Tomcat,CSC-038,Application Servers,Application,No,Apache Tomcat is the most widely deployed Java servlet container. Tomcat 11.x uses Java's JSSE (Java Secure Socket Extension) for TLS. PQC support depends on the Java Runtime TLS implementation — Java 22+ includes experimental ML-KEM support. Tomcat 11 with Java 22+ enables ML-KEM hybrid TLS without configuration changes. Full PQC including certificate chains requires Java ML-DSA support (Java 24+ roadmap).,Open Source,Apache-2.0,Tomcat 11,2026-03-06,No,Critical,JVM Linux Windows macOS,Diverse range of industries and organizations,https://github.com/apache/tomcat,https://github.com/apache/tomcat,"Open source implementation of Jakarta Servlet, Pages, Expression Language, and WebSocket technologies.",Open Source Foundation,Verified,2026-03-30,"assess,plan",healthcare-pqc;migration-program;network-security-pqc;tls-basics,VND-046,microsoft,
Eclipse Jetty,CSC-038,Application Servers,Application,No,"Eclipse Jetty is an embeddable Java web server and servlet container used by Jenkins, Hadoop, Eclipse IDE, and many enterprise frameworks. Jetty 12.x uses Java JSSE for TLS. PQC inherits from Java runtime (ML-KEM in Java 22+). Jetty's embedded model means PQC migration can be driven by upgrading the JRE without application code changes.",Open Source/Commercial,EPL2 and Apache2,12.1,2026-03,No,High,JVM Linux Windows macOS,Finance Enterprise Technology,https://eclipse.dev/jetty/,https://github.com/jetty/jetty.project,"Embeddable Java web server used in Jenkins, Hadoop, Eclipse. PQC via Java JSSE ML-KEM (Java 22+) with no code changes. Key dependency in enterprise Java toolchains.",Open Source Foundation,Verified,2026-03-30,"assess,plan",network-security-pqc;platform-eng-pqc;tls-basics,VND-051,microsoft,
WildFly (JBoss),CSC-038,Application Servers,Application,No,WildFly (formerly JBoss AS) is a Red Hat-sponsored open-source Java EE application server. WildFly 34+ uses Undertow for HTTP and Java JSSE for TLS. PQC inherits from Java runtime (ML-KEM in Java 22+). WildFly's integration with Red Hat Keycloak and Red Hat SSO means IdP PQC migration is coupled with WildFly upgrades. Used in Red Hat enterprise deployments.,Open Source,Apache-2.0,39.0.1,2026-03-05 (Last Updated timestamp),No,High,"*nix systems, Linux, Windows",Enterprise Finance Government,https://wildfly.org,https://github.com/wildfly/wildfly,Red Hat Java EE application server. PQC via Java JSSE ML-KEM (Java 22+). Coupled with Keycloak/Red Hat SSO for IdP migration.,Open Source Foundation,Verified,2026-03-30,assess,migration-program;network-security-pqc;tls-basics,VND-046,microsoft,
Payara Server,CSC-038,Application Servers,Application,No,"Payara Community 6 reached end of life (final: 6.2025.11). Payara 7 (Community 7.2026.1, Enterprise 6.34.0) provides Jakarta EE support. Java JSSE PQC depends on JDK 27 for TLS hybrid key exchange (JEP 527). ML-KEM available in JDK 24 via JEP 496 but TLS hybrid is JDK 27.",Open Source/Commercial,NOASSERTION (Community Edition); Commercial (Enterprise Edition),7.2026.1,2026-03-06,No,Medium,"On-premise, cloud, hybrid; Java environment","Enterprise (implied by ""mission-critical systems"" and ""development projects"")",https://github.com/payara/Payara,https://github.com/payara/Payara,Open source middleware platform supporting Jakarta EE and MicroProfile applications in any environment.,Open Source/Commercial,Verified,2026-03-30,assess,api-security-jwt;network-security-pqc;platform-eng-pqc,VND-073,microsoft,
